5,"Bei den letzten Aalfischern von Nordirland: Die glitschigen Ungeheuer von Lough Neagh
650 Tonnen Aale ziehen Fischer jedes Jahr aus einem See in Nordirland. Der Lough Neagh ist das wichtigste europäische Fanggebiet für das fettige Glibbertier, das einst als Arbeiteressen galt - und mittlerweile zur globalen Delikatesse avancierte.
In der Morgendämmerung bricht der 70-jährige Aalfischer Shane O'Neill auf, um am Lough Neagh seinen Fang einzubringen. Mit einer Größe von 300 Quadratkilometern ist das Gewässer westlich von Belfast der größte Süßwassersee der Britischen Inseln. O'Neill gehört zu den letzten seiner Art. 500 Fischerfamilien gab es hier noch 1980. Heute sind es nicht einmal mehr 100. O'Neills Geschichte, erzählt in Bildern, zeugt auch vom Wandel unserer kulinarischen Vorlieben. Aale galten einst als nahrhaftes Standardessen der Arbeiterklasse, in London reihten sich die Aal-Garküchen aneinander. Heute ekeln sich viele Europäer vor dem fettig-glibberigen Tier. In Japan gilt Aal hingegen als D"
1,"""Hart aber fair"" zu Übergriffen in Köln: Eine grenzwertige Diskussion
Welche Konsequenzen drohen Deutschland nach den Angriffen in der Silvesternacht? Darüber wollte Frank Plasberg mit seinen Gästen sprechen. Am Ende blieb man als Zuschauer fassungslos zurück - was vor allem an Kristina Schröder lag.
Zur Sendung: Die Übergriffe auf Frauen in der Silvesternacht in Köln haben in Deutschland - und weltweit - für große Aufregung gesorgt. In der Talkshow von Frank Plasberg ging es am Montagabend unter anderem darum, wie ehrlich die Aufarbeitung wird und welche Folgen der Vorfall für die Asylpolitik in Deutschland haben wird. Thema der Sendung: ""Die Schande von Köln - was sind die Konsequenzen?""  Konkurrierende Fassungslosigkeiten. Man weiß nicht so richtig, worüber man sich mehr aufregen soll. Darüber, dass in Köln und anderen deutschen Großstädten in der Silvesternacht Dutzende Männer in bislang ungekannter Massivität Frauen bedrängt haben? Oder darüber, wie der Umstand, dass diese Männer wohl 'nordafri"
4,"""Heiliges Herz"": Maradona in Spezialklinik eingeliefert
Offenbar hat der kokainbedingte Zusammenbruch des argentinischen National-Heros starke Auswirkungen auf sein Herz gehabt. Wie schwer diese sind, soll nun in der Klinik ""Heiliges Herz"" näher untersucht werden.
Buenos Aires - Der ehemalige argentinische Fußball-Star Diego Armando Maradona ist zu Untersuchungen seines Herzens in eine Spezialklinik in Buenos Aires gebracht worden. Wie lange der Weltmeister von 1986 in der Klinik ""Heiliges Herz"" bleiben werde, war unbekannt. Nach Angaben seiner Ärzte ging es dem prominenten Patienten den Umständen entsprechend gut."
5,"Automanager Akerson: Das schwierige Erbe des GM-Retters
Zum Abschied trumpft GM-Boss Dan Akerson noch einmal auf. Seine Botschaft: Alles ist vorbereitet für Nachfolgerin Mary Barra, die am Montag Opel besucht. Ihr soll das Comeback des gestrauchelten Auto-Giganten gelingen. Ist der Optimismus berechtigt?
Berlin - Mit eisernem Willen hat er General Motors 
 aus der Krise geführt. Doch jetzt, so scheint es, lässt er leichten Herzens von der Macht. Nach drei Jahren und drei Monaten unternimmt Dan Akerson seine Abschiedstour durch das Riesenunternehmen, spricht mit Mitarbeitern und zieht im Gespräch mit Journalisten Bilanz. Selten hat sich ein Spitzenmanager so entspannt von der Macht verabschiedet und sie sichtlich stolz an seine Nachfolgerin übergeben. ""Sie ist überragend"", lobte Akerson Mary Barra im ""Handelsblatt"". ""Sie ist ein bescheidener Mensch, der von vielen gemocht wird und gut ankommt. Aber sie kann schwierige Entscheidungen treffen und den Druck aushalten."" Natürlich vergisst er auch nicht, "
5,"Ex-Deutsche-Bank-Vorstand: Hugo Bänziger wird Partner bei Lombard Odier
Wechsel in die Schweiz: Der ehemalige Deutsche-Bank-Vorstand Hugo Bänziger steigt als Teilhaber bei Lombard Odier ein. Bei der ältesten Genfer Privatbank wird er für Finanzen, Risiko und Compliance zuständig sein.
Hamburg - Der frühere Risikovorstand der Deutschen Bank, Hugo Bänziger, hat einen neuen Job. Bänziger wird zum 1. April 2014 Partner der Genfer Privatbank Lombard Odier. Das berichtet das manager magazin in seiner neuen Ausgabe. Bänziger, der sich mit einem Teil seines Privatvermögens an dem 1796 gegründeten Geldinstitut beteiligt, soll künftig als einer von neun Teilhabern bei Lombard Odier für Finanzen, Risiko und Compliance zuständig sein. Der promovierte Wirtschaftshistoriker, der die Deutsche Bank im Mai 2012 verlassen hatte, lehrte zuletzt als Finanzprofessor an der Universität von Chicago. Lombard Odier, die älteste der Genfer Privatbanken, gilt in der Schweizer Finanzbranche als eine der exklusivsten Adressen. "
5,"Energiewende: Massive Öko-Rabatte für Braunkohle-Konzerne
Braunkohle gilt als Klimakiller, dennoch kassieren Energiekonzerne wie RWE oder Vattenfall Industrierabatte bei der Ökostrom-Umlage. Nach Informationen von SPIEGEL ONLINE fallen die Nachlässe weit höher aus als bislang bekannt.
Hamburg - Deutschlands Energiekonzerne sparen mit ihren Braunkohletagebau-Betrieben weit kräftiger bei der Ökostrom-Umlage als bislang bekannt. Das ist das Ergebnis einer Hochrechnung der Deutschen Umwelthilfe (DUH), die SPIEGEL ONLINE exklusiv vorliegt. Den Berechnungen zufolge betrugen die Befreiungen im Jahr 2013 insgesamt rund 166 Millionen Euro. 2014 könnten sie gar auf 197 Millionen Euro steigen. 2012 lagen die Entlastungen demnach noch bei 109 Millionen Euro. Die Berechnung wird zu einem delikaten Zeitpunkt bekannt: Im Dezember hatte die EU-Kommission wegen der milliardenschweren Ökostrom-Rabatte für stromintensive Betriebe ein Beihilfeverfahren eröffnet. Bis zu diesem Freitag muss die Bundesregierung gegenüber "
2,"Jemen: Entführter Deutscher wieder frei
Ein im Jemen entführter deutsche Ingenieur der niedersächsischen Preussen Energie ist freigelassen worden. Der
Ingenieur sei wohlauf und befinde sich auf dem Weg in die
Hauptstadt Sanaa, hieß es.
Sanaa - Ein Mitarbeiter der Deutschen Botschaft in Sanaa
bestätigte die Freilassung des 53-jährigen Ingenieurs. Wenige Stunden zuvor hatten
jemenitische Sicherheitskräfte ein Versteck von
Stammesangehörigen umzingelt. Die Entführung hat nach Erkenntnissen der jemenitischen Seite keinen politischen Hintergrund. Der Entführer sei der Regierung in Sanaa namentlich bekannt. Es soll sich um ein Mitglied des Stammes Al Qurab handeln. Die offiziellen Stellen des Jemen hätten die Verhandlungen zur Freilassung des Deutschen übernommen. Die Republik Jemen ist 1990 durch den Zusammenschluss des konservativ-islamischen Nord- mit dem
sozialistischen Südjemen entstanden und gehört zu den ärmsten Ländern der Welt. Das Pro-Kopf-Einkommen liegt bei 320 Dollar pro Jahr. Wichtigste Geld"
5,"Kritik an Herstellern: Greenpeace findet Chemikalien in Kinderkleidung
Teure Kinderkleidung ist laut einer Greenpeace-Untersuchung nicht sauberer produziert als günstige. Die Umweltorganisation hat Produkte von zwölf Herstellern auf Chemikalien getestet. Dabei wurden die Tester bei jeder Marke fündig.
Hamburg - Kinderkleidung internationaler Modemarken enthält einer Stichprobe der Umweltschutzorganisation Greenpeace zufolge gefährliche Chemikalien. Bei einem Test von 82 Kinderkleidungsstücken von Adidas und elf weiteren Herstellern fanden die Umweltschützer bei jeder Marke Weichmacher, Nonylphenolethoxylate (NPE) oder per- und polyfluorierte Chemikalien (PFC), wie Greenpeace am Dienstag mitteilte. Für den Verbraucher seien die Stoffe in der gemessenen Konzentration nicht gesundheitsgefährdend, so Greenpeace. Problematisch sei aber oft die Produktion. Die Stoffe kontaminierten Flüsse und Trinkwasser in den Ländern, in denen die Kleidung produziert wird. Einige der Chemikalien seien krebserregend oder"
4,"Bundesliga: Mit der Spatzenschleuder gegen die Fußballriesen
Knapp fünf Kilometer liegen zwischen der Säbener Strasse und dem Sportpark Unterhaching, doch in Wirklichkeit sind dies Welten. Am Samstag muss Rekordmeister Bayern München beim Bundesligazwerg Unterhaching antreten.
Unterhaching - Der große Meister respektvoll, der kleine Nachbar selbstbewusst - krasser könnten die Gegensätze bei der Derby-Premiere zwischen Reich und Arm im Unterhachinger Sportpark nicht sein. Doch vor dem Auftritt von Bundesliga-Krösus Bayern München am Samstag beim Aufsteiger SpVgg Unterhaching scheinen die Rollen fast
vertauscht. ""Die tolle Entwicklung von Unterhaching sieht man daran, dass der FC Bayern ein Pflichtspiel in unserem Kuhdorf austragen muss"", unkte SpVgg-Trainer Lorenz-Günther Köstner. In dem Vorort herrscht Ausnahmezustand, und die internationale Bühnen gewohnten Stars des Rekordmeisters treten nicht ohne Unbehagen im kleinsten
Stadion der Liga an. ""Das wird das schwerste Spiel, schwerer als gegen Hambur"
2,"Becker und Setlur: Sie sind ein Paar
Und es stimmt doch. Mitten in der Rosennachkriegszeit hat sich Boris Becker zu seiner neuen Freundin bekannt. Es ist, wie ein Boulevardblatt stolz verkündete, tatsächlich Rapperin Sabrina Setlur.
Berlin - Nach einem Bericht der
""Bild am Sonntag"" haben sich die beiden am Wochenende in New York erstmals öffentlich
als Liebespaar gezeigt. Nach Angaben des Blattes sagten sie einem Reporter der Zeitung in der US-Metropole:
""Ja, wir sind ein Paar"". Dazu druckte die Zeitung ein Foto, das Becker und Setlur zusammen im New Yorker Stadtteil Soho zeigen soll."
3,"Scharfe Kritik aus den USA: ""Ohne uns wäre Deutschland eine Sowjetrepublik""
Bislang glänzte vor allem Donald Rumsfeld mit scharfen Bemerkungen gegen Deutschland und Frankreich. Jetzt wollte ein ranghoher Demokrat im US-Kongress seinen Verteidigungsminister offenbar noch übertreffen. Andere Abgeordnete denken angeblich schon über Sanktionen nach.
Washington - Er sei ""besonders angewidert von der blinden Unnachgiebigkeit und äußersten Undankbarkeit"", den diese drei Länder bei ihrem Veto gegen die
Nato-Planungen zum Schutz der Türkei bei einem Irak-Krieg an den Tag
gelegt hätten, erklärte Tom Lantos, der ranghöchste demokratische
Vertreter im Auswärtigen Ausschuss des Repräsentantenhauses. ""Hätte es die heldenhaften Anstrengungen des amerikanischen
Militärs nicht gegeben, wären Frankreich, Deutschland und Belgien
heute sozialistische Sowjetrepubliken"", fügte Lantos hinzu. ""Das
Versagen dieser drei Staaten, ihre Verpflichtungen anzuerkennen, ist
jenseits aller Verachtung."" Der Ausschuss wollte heute zu
"
1,"""Akte X""-Heldin: Smart, souverän, schön, Scully
In den Neunzigern hatte die Superagentin Dana Scully mit dem No-Bullshit-Blick ihr Skalpell, ihre Waffe und ihren FBI-Partner im Griff. Ihr verdanken wir moderne Serienheldinnen von heute. Am Sonntag startet in den USA die neue Staffel.
Eine Dana Scully fackelt nicht lange, wenn Ufos auf einer geheimen Militärbasis herumlasern und ihr Agentenpartner Fox Mulder von US-Soldaten verschleppt wird. Ein Tritt, ein Klammergriff, ein Schwenk mit der Waffe, und schon hat die FBI-Ermittlerin ihren Verfolger überwältigt.    Spätestens diese Szene in Staffel 1, Folge 2, der Mystery-Serie ""Akte X"" machte klar: Scully (Gillian Anderson) sollte mehr sein als nur ein föhnfrisierter Sidekick für Mulder (David Duchovny). Von 1993 bis 2002 löste das Agentenduo die ""Unheimlichen Fälle des FBI"", und Scully rettete Mulder ebenso häufig aus Feindeshänden wie er sie. Mehr als zwanzig Jahre nach der Erstausstrahlung sind Mulder und Scully zurück - am Sonntag startet die Neuauf"
2,"Katastrophe von Enschede: Polizei nimmt Verdächtigen fest
Vor neun Monaten zerstörte die Explosion der Feuerwerksfabrik von Enschede einen ganzen Stadtteil. 22 Menschen starben. Jetzt hat die niederländische Polizei einen Verdächtigen festgenommen.
Den Haag - Ein Untersuchungsrichter im benachbarten Almelo ordnete am Freitag
an, dass der 33-Jährige noch 30 Tage in Haft bleiben muss. Wie eine
Sprecherin der Justiz mitteilte, wurde der Mann aus Enschede bereits am
26. Januar festgenommen. Er werde derzeit verhört.
Einzelheiten wollte die Sprecherin nicht mitteilen. Bereits kurz nach
der Explosion waren die beiden Direktoren der Fabrik festgenommen
worden. Sie wurden später unter strikten Auflagen von der
Untersuchungshaft verschont. In Enschede begann die Räumung der Trümmer in dem betroffenen
Wohn- und Gewerbegebiet Roombeek. Innerhalb eines Jahres sollen
250.000 Tonnen Schutt von 1400 zerstörten Gebäuden weggebracht
werden. Danach werde mit dem Neubau von Wohnhäusern und
Gewerbeanlagen begonnen, tei"
3,"Annäherung an Union: Schröder erwägt Verzicht aufs Steuerpaket
Um die Hilfe der Union bei Reformprojekten zu bekommen, ist Gerhard Schröder offenbar zu großen Zugeständnissen bereit. Der Kanzler erwägt angeblich sogar, auf das Steuererhöhungspaket zu verzichten, höhere Schulden zu machen und die Verschuldung über die Drei-Prozent-Grenze von Maastricht hochzutreiben.
München - Nach Informationen der ""Süddeutschen Zeitung? gibt es im Kanzleramt und im Finanzministerium Überlegungen, das von der Union strikt abgelehnt Steuervergünstigungsabbaugesetz im Vermittlungsverfahren zurückzuziehen. Entscheidungen gebe es aber noch nicht, hieß es. Damit würde die Regierung den Forderungen der Union entgegenkommen. An höheren Körperschaftssteuern wollen aber sowohl Regierung wie auch Opposition festhalten. Ein Verzicht auf das Gesetzespaket würde 2003 bei Bund und Ländern ein Loch von vier Milliarden Euro reißen, berichtet die Zeitung. Es gebe kaum Spielraum, diese Summe anderweitig einzusparen, berichtet das Bla"
2,"Südspanien: Zug reißt zwölf Menschen in den Tod
An einem Bahnübergang nahe der südspanischen Stadt Lorca ist es zu einem schweren Unglück gekommen. Ein Nahverkehrszug erfasste einen voll besetzten Kleintransporter. Zwölf Menschen starben.
Lorca/Spanien - Das Unglück
ereignete sich laut Behörden am frühen Mittwochmorgen an einem unbeschrankten Bahnübergang.
Bei den Todesopfern handelt es sich um ecuadorianische Farmarbeiter,
die in dem Transporter unterwegs zur Arbeit waren. Zwei weitere
Ecuadorianer wurden in kritischem Zustand in ein Krankenhaus
gebracht. Der aus drei Waggons bestehende Zug entgleiste nach der Kollision
und schleifte das Fahrzeug 200 Meter weit mit, wie ein Vertreter der
Regionalregierung im Rundfunk sagte. Einige der etwa 30 Fahrgäste im
Zug wurden leicht verletzt. In Spanien stellen Ecuadorianer die
größte Einwanderergruppe. Allein in Lorca gibt es laut
Stadtverwaltung 5000 bis 6000 Menschen aus dem südamerikanischen
Land, die in den landwirtschaftlichen Betrieben der Umgebung
ar"
2,"TV-Kuppelshows: ""Sie schwitzen so schön""
Der Konkurrenzdruck der Kanäle treibt immer geschmacklosere Blüten: Bei der Vorbereitung zur Kuppelshow ""Wer heiratet den Millionär?"" rutschte Sat.1 von einer Panne zur nächsten. RTL preschte mit der gleichen Idee vor  und erlebte ein gigantisches Debakel.
as Geheimprojekt trug den Decknamen ""Comedy Pilot"", hatte aber allenfalls mit unfreiwilliger Komik zu tun. Nur ein kleiner Kreis verschworener RTL-Mitarbeiter war eingeweiht. Und selbst die von mehreren Casting-Agenturen angeschleppten Kandidatinnen rätselten anfangs, auf welche Art von ""Fernsehshow"" sie sich eigentlich eingelassen hatten.  RTL hätte den Kuppel-Krawall auch vor den Zuschauern geheim halten sollen. Denn was dann am vergangenen Mittwoch ebenso kurzfristig wie live ins Abendprogramm gewuchtet wurde, ließ selbst ""Tutti Frutti""-Girlies im Nachhinein wie Bannerträgerinnen der Frauenbewegung aussehen. In Halle 32 des Kölner Studio-Komplexes Coloneum ging es vorwärts in die Vergangenheit niedrigst"
1,"Deutungshoheit: ""Tote Hosen"" sichern sich Rechte am Unwort ""Gutmensch""
Eigentlich war es ein ""interner Gag"": Die ""Toten Hosen"" haben sich als Inhaber der Marke ""Gutmensch"" eintragen lassen. Mit der Aktion wollen die Punker die Deutungshoheit über das Wort wiedergewinnen.
Die ""Toten Hosen"" haben sich die Markenrechte am neuen Unwort des Jahres gesichert. Der Manager der Düsseldorfer Punker, Patrick Orth, sei als Inhaber der Wortmarke ""Gutmensch"" eingetragen, sagte das Deutsche Patent- und Markenamt in München der Nachrichtenagentur dpa. Demnach hat sich die Band bereits vor über einem Jahr als Inhaber des Wortes registrieren lassen. Eigentlich sei die Eintragung ein ""interner Gag"" gewesen, sagte Orth auf Anfrage der dpa. ""Nachdem ja schon seit Jahrzehnten aus allen möglichen Richtungen versucht wird, Menschen, die sich gesellschaftlich engagieren, mit dem Wort zu diskreditieren."" Die ""Toten Hosen"" sind bekannt dafür, sich politisch und sozial zu engagieren. ""Um die Deutungshoheit zurückzugewinnen, ha"
5,"Kampf gegen Kapitalflucht: Indische Notenbank erhöht Leitzins
Indiens Währungshüter haben den Leitzins überraschend auf acht Prozent angehoben. Neben Inflation macht dem Land die Kapitalflucht aus Schwellenländern zu schaffen. Die türkische Notenbank dürfte dem Schritt in Kürze folgen.
Mumbai - Trotz einer lahmenden Konjunktur hat die indische Notenbank ihren Leitzins am Dienstag überraschend angehoben, von 7,75 Prozent auf 8 Prozent. Analysten hatten mehrheitlich damit gerechnet, dass der Zinssatz unverändert bleibt. Die indische Notenbank kämpft gegen die höchste Inflationsrate in Asien. Zuletzt lag sie bei 9,87 Prozent und damit weit über dem Zinsniveau. Die Zentralbank will die Inflation bis Januar 2015 auf acht Prozent drücken. Von diesem Ziel sei Indien derzeit ""sehr weit entfernt"", sagte Notenbankchef Raghuram Rajan. ""Die Entscheidung fiel knapp aus, aber wir haben uns letztlich zum Handeln entschlossen."" Höhere Zinsen machen Kredite teurer, was die Nachfrage und damit den Preisauftrieb dämpf"
